calendar_start_date,iso_year,iso_week,dengue_total,tmin,tmax,rh
2016-03-13,2016,10,317.0,25.535714285714285,29.82571411132812,82.0971428571429
2016-03-20,2016,11,323.0,25.26142883300781,29.6042856488909,83.2785714285714
2016-03-27,2016,12,393.0,25.782857077462328,29.63857160295759,82.37
2016-04-03,2016,13,431.0,25.14428574698312,28.94285692487444,85.2042857142857
2016-04-10,2016,14,520.0,24.680000032697404,28.79857117789132,86.7057142857143
2016-04-17,2016,15,1156.0,25.14428574698312,29.21000017438616,83.2957142857143
2016-04-24,2016,16,1440.0,25.18142863682338,29.18714305332729,81.21
2016-05-01,2016,17,1557.0,25.62857164655413,29.8971426827567,78.4714285714286
2016-05-08,2016,18,1319.0,25.024285725184846,29.83428573608398,79.2428571428571
2016-05-15,2016,19,1591.0,25.135714122227256,29.72571427481515,81.4314285714286
2016-05-22,2016,20,1544.0,25.25428581237793,30.17857142857143,76.6614285714286
2016-05-29,2016,21,1179.0,25.40428570338658,30.37428556169782,74.81
2016-06-05,2016,22,988.0,25.16428538731166,30.01714270455497,79.2857142857143
2016-06-12,2016,23,1044.0,24.658571788242885,29.36857141767229,80.8285714285714
2016-06-19,2016,24,709.0,24.674285888671875,30.21285738263811,71.4585714285714
2016-06-26,2016,25,738.0,24.76714297703334,29.9714287349156,70.1442857142857
2016-07-03,2016,26,841.0,24.102857044764928,30.58714267185756,63.6442857142857
